Hydrophobicity,Polarity,Class
-47,-3,nonDRNA
-18,5,nonDRNA
-56,-7,nonDRNA
-44,4,nonDRNA
-14,3,nonDRNA
-6,4,nonDRNA
-90,17,nonDRNA
-46,3,nonDRNA
-20,-4,nonDRNA
-16,6,nonDRNA
-21,-71,nonDRNA
-12,-14,nonDRNA
-62,-1,nonDRNA
-60,-2,nonDRNA
-66,1,nonDRNA
-45,3,nonDRNA
-113,-11,nonDRNA
2,1,nonDRNA
-31,-1,nonDRNA
-15,1,nonDRNA
-54,-4,nonDRNA
-31,0,nonDRNA
-27,0,nonDRNA
-28,-1,nonDRNA
15,-3,nonDRNA
-55,9,nonDRNA
-60,1,nonDRNA
5,-14,nonDRNA
-2,-16,nonDRNA
-75,-3,nonDRNA
-38,-19,nonDRNA
1,12,nonDRNA
-59,6,nonDRNA
-53,8,nonDRNA
-44,-5,nonDRNA
-52,6,nonDRNA
-32,2,nonDRNA
-9,0,nonDRNA
-79,3,nonDRNA
-19,7,nonDRNA
-21,-5,nonDRNA
-31,4,nonDRNA
-13,3,nonDRNA
-111,37,nonDRNA
18,-1,nonDRNA
-46,3,nonDRNA
-82,4,nonDRNA
-35,1,nonDRNA
-78,-1,nonDRNA
-69,5,nonDRNA
-59,0,nonDRNA
-92,4,nonDRNA
-13,-10,nonDRNA
-42,0,nonDRNA
-74,4,nonDRNA
-54,-2,nonDRNA
-31,2,nonDRNA
-53,-1,nonDRNA
-62,12,nonDRNA
-57,-4,nonDRNA
-30,1,nonDRNA
-72,0,nonDRNA
-64,6,nonDRNA
-27,5,nonDRNA
-12,-16,nonDRNA
-18,11,nonDRNA
4,3,nonDRNA
-4,-1,nonDRNA
42,18,nonDRNA
-42,4,nonDRNA
0,5,nonDRNA
-27,-2,nonDRNA
-24,5,nonDRNA
-8,6,nonDRNA
-11,7,nonDRNA
-95,6,nonDRNA
-45,16,nonDRNA
1,4,nonDRNA
-19,8,nonDRNA
-5,5,nonDRNA
-2,5,nonDRNA
-11,10,nonDRNA
-9,10,nonDRNA
-26,10,nonDRNA
103,21,nonDRNA
-30,1,nonDRNA
-85,8,nonDRNA
-25,1,nonDRNA
-35,-7,nonDRNA
-53,0,nonDRNA
-31,-2,nonDRNA
-8,1,nonDRNA
-14,-1,nonDRNA
-39,7,nonDRNA
2,9,nonDRNA
23,23,nonDRNA
1,2,nonDRNA
-21,-2,nonDRNA
-12,3,nonDRNA
-15,-11,nonDRNA
-17,9,nonDRNA
-20,10,nonDRNA
-32,-17,nonDRNA
50,16,nonDRNA
48,16,nonDRNA
-7,5,nonDRNA
14,-3,nonDRNA
-42,-3,nonDRNA
-88,1,nonDRNA
-34,2,nonDRNA
-8,-7,nonDRNA
-16,3,nonDRNA
-15,2,nonDRNA
-7,8,nonDRNA
15,8,nonDRNA
-10,-16,nonDRNA
-13,8,nonDRNA
-31,-20,nonDRNA
-37,3,nonDRNA
-54,4,nonDRNA
-30,-1,nonDRNA
-39,4,nonDRNA
-24,-16,nonDRNA
-97,5,nonDRNA
11,-11,nonDRNA
-64,-10,nonDRNA
-4,4,nonDRNA
-8,4,nonDRNA
-41,2,nonDRNA
64,-3,nonDRNA
-55,2,nonDRNA
-9,9,nonDRNA
-48,-20,nonDRNA
-2,17,nonDRNA
-16,2,nonDRNA
-22,0,nonDRNA
-19,5,nonDRNA
-55,2,nonDRNA
-17,5,nonDRNA
-96,13,nonDRNA
-16,6,nonDRNA
-7,13,nonDRNA
-48,-9,nonDRNA
24,6,nonDRNA
-31,0,nonDRNA
-31,20,nonDRNA
-12,1,nonDRNA
-30,5,nonDRNA
-37,1,nonDRNA
-31,0,nonDRNA
-30,-6,nonDRNA
-23,0,nonDRNA
-24,6,nonDRNA
-4,12,nonDRNA
-62,3,nonDRNA
-32,-1,nonDRNA
-36,-9,nonDRNA
-26,12,nonDRNA
-25,13,nonDRNA
-15,-4,nonDRNA
14,9,nonDRNA
18,9,nonDRNA
-205,3,nonDRNA
-36,2,nonDRNA
-12,4,nonDRNA
-60,12,nonDRNA
-16,-2,nonDRNA
-52,-7,nonDRNA
21,5,nonDRNA
-10,19,nonDRNA
-3,-1,nonDRNA
-21,-9,nonDRNA
-1,9,nonDRNA
-29,-35,nonDRNA
-6,-5,nonDRNA
6,1,nonDRNA
-38,-8,nonDRNA
16,-5,nonDRNA
-14,5,nonDRNA
-6,10,nonDRNA
-41,-10,nonDRNA
-81,-4,nonDRNA
-142,11,nonDRNA
5,8,nonDRNA
-32,-4,nonDRNA
-62,2,nonDRNA
-17,-4,nonDRNA
-41,11,nonDRNA
-31,9,nonDRNA
-29,6,nonDRNA
-83,-30,nonDRNA
-29,12,nonDRNA
-42,-5,nonDRNA
-39,3,nonDRNA
26,19,nonDRNA
54,16,nonDRNA
-21,10,nonDRNA
-6,-3,nonDRNA
2,1,nonDRNA
19,0,nonDRNA
-112,-12,nonDRNA
-21,-1,nonDRNA
-15,17,nonDRNA
-57,-6,nonDRNA
-63,8,nonDRNA
-40,5,nonDRNA
-43,-3,nonDRNA
-4,2,nonDRNA
30,21,nonDRNA
19,7,nonDRNA
-52,2,nonDRNA
-28,5,nonDRNA
-44,-1,nonDRNA
1,20,nonDRNA
-34,7,nonDRNA
-9,1,nonDRNA
-125,-20,nonDRNA
-12,15,nonDRNA
-3,2,nonDRNA
-16,7,nonDRNA
-21,-15,nonDRNA
1,0,nonDRNA
-17,13,nonDRNA
-36,-18,nonDRNA
-22,0,nonDRNA
-60,1,nonDRNA
-18,-5,nonDRNA
-57,0,nonDRNA
-12,1,nonDRNA
-52,14,nonDRNA
-39,5,nonDRNA
-11,15,nonDRNA
-17,15,nonDRNA
4,5,nonDRNA
-163,-18,nonDRNA
-43,-1,nonDRNA
-57,-4,nonDRNA
-42,0,nonDRNA
-4,13,nonDRNA
14,13,nonDRNA
24,-3,nonDRNA
-14,14,nonDRNA
-66,7,nonDRNA
-70,8,nonDRNA
-78,5,nonDRNA
-14,-14,nonDRNA
-8,-4,nonDRNA
-17,6,nonDRNA
3,7,nonDRNA
-44,5,nonDRNA
-42,-4,nonDRNA
14,7,nonDRNA
-50,-4,nonDRNA
-8,22,nonDRNA
11,5,nonDRNA
-13,16,nonDRNA
-14,-11,nonDRNA
-35,-4,nonDRNA
-14,-6,nonDRNA
-153,-4,nonDRNA
-21,9,nonDRNA
-20,12,nonDRNA
-60,12,nonDRNA
-107,-2,nonDRNA
-60,-2,nonDRNA
-39,0,nonDRNA
-17,10,nonDRNA
-61,-2,nonDRNA
-72,7,nonDRNA
-82,17,nonDRNA
-84,19,nonDRNA
-55,9,nonDRNA
-50,7,nonDRNA
-65,-9,nonDRNA
-2,17,nonDRNA
-26,16,nonDRNA
-27,6,nonDRNA
-5,-6,nonDRNA
-13,-2,nonDRNA
-19,-4,nonDRNA
-11,2,nonDRNA
-27,8,nonDRNA
-47,7,nonDRNA
-46,-8,nonDRNA
-39,11,nonDRNA
-4,23,nonDRNA
-40,-9,nonDRNA
-10,-1,nonDRNA
8,15,nonDRNA
-72,17,nonDRNA
-61,-1,nonDRNA
-43,13,nonDRNA
11,7,nonDRNA
-46,-31,nonDRNA
-2,0,nonDRNA
-45,3,nonDRNA
33,11,nonDRNA
-49,2,nonDRNA
1,-4,nonDRNA
-44,21,nonDRNA
-6,0,nonDRNA
-56,-7,nonDRNA
-45,-4,nonDRNA
-10,-18,nonDRNA
-36,6,nonDRNA
-48,2,nonDRNA
2,0,nonDRNA
-13,-3,nonDRNA
-18,-28,nonDRNA
-52,-2,nonDRNA
-57,-1,nonDRNA
-76,3,nonDRNA
-37,5,nonDRNA
-4,-2,nonDRNA
-48,6,nonDRNA
-62,5,nonDRNA
-94,-3,nonDRNA
-5,8,nonDRNA
14,30,nonDRNA
-27,13,nonDRNA
-67,-6,nonDRNA
-25,2,nonDRNA
-57,-1,nonDRNA
-37,7,nonDRNA
-109,23,nonDRNA
-47,12,nonDRNA
-32,5,nonDRNA
-39,-13,nonDRNA
-60,6,nonDRNA
-60,-2,nonDRNA
-23,5,nonDRNA
-32,9,nonDRNA
-30,10,nonDRNA
-64,-9,nonDRNA
-56,11,nonDRNA
-122,-1,nonDRNA
-54,9,nonDRNA
-14,-5,nonDRNA
-35,7,nonDRNA
-101,-4,nonDRNA
-27,3,nonDRNA
-45,5,nonDRNA
-6,7,nonDRNA
-71,-10,nonDRNA
-13,1,nonDRNA
-26,1,nonDRNA
-100,12,nonDRNA
-25,-13,nonDRNA
-115,-13,nonDRNA
-52,2,nonDRNA
-116,-12,nonDRNA
-46,-9,nonDRNA
-65,-5,nonDRNA
-73,1,nonDRNA
69,23,nonDRNA
-25,14,nonDRNA
-54,-4,nonDRNA
-54,-13,nonDRNA
-39,-6,nonDRNA
-70,20,nonDRNA
-49,-13,nonDRNA
-10,0,nonDRNA
-16,0,nonDRNA
-26,18,nonDRNA
-34,5,nonDRNA
-39,4,nonDRNA
-21,5,nonDRNA
-48,2,nonDRNA
-27,23,nonDRNA
2,3,nonDRNA
-43,-5,nonDRNA
-47,2,nonDRNA
-33,0,nonDRNA
-6,2,nonDRNA
-111,2,nonDRNA
-90,-1,nonDRNA
-97,-2,nonDRNA
-82,2,nonDRNA
-87,-3,nonDRNA
-80,-1,nonDRNA
-77,2,nonDRNA
-47,0,nonDRNA
-8,-1,nonDRNA
0,21,nonDRNA
-26,1,nonDRNA
-19,6,nonDRNA
-38,9,nonDRNA
32,-2,nonDRNA
6,-5,nonDRNA
6,-5,nonDRNA
-76,23,nonDRNA
-66,2,nonDRNA
25,15,nonDRNA
-20,-4,nonDRNA
-2,5,nonDRNA
-47,-2,nonDRNA
-33,44,nonDRNA
-24,15,nonDRNA
-14,-13,nonDRNA
-18,1,nonDRNA
-24,7,nonDRNA
-34,2,nonDRNA
-13,0,nonDRNA
-206,8,nonDRNA
-71,-4,nonDRNA
-17,6,nonDRNA
-42,-11,nonDRNA
-10,-5,nonDRNA
-86,2,nonDRNA
-15,5,nonDRNA
-112,14,nonDRNA
-17,-3,nonDRNA
6,-5,nonDRNA
94,-29,nonDRNA
-74,8,nonDRNA
-7,8,nonDRNA
-6,-1,nonDRNA
-83,15,nonDRNA
-16,5,nonDRNA
-20,-5,nonDRNA
-99,11,nonDRNA
-19,12,nonDRNA
-61,0,nonDRNA
-17,8,nonDRNA
-25,10,nonDRNA
-5,-3,nonDRNA
-5,-7,nonDRNA
-23,1,nonDRNA
13,-4,nonDRNA
-57,-6,nonDRNA
-59,-1,nonDRNA
-493,106,nonDRNA
-491,117,nonDRNA
-54,5,nonDRNA
-80,7,nonDRNA
-92,3,nonDRNA
-6,6,nonDRNA
17,-7,nonDRNA
-69,4,nonDRNA
93,-47,nonDRNA
2,5,nonDRNA
-27,1,nonDRNA
-49,8,nonDRNA
-57,-2,nonDRNA
-35,1,nonDRNA
-21,-3,nonDRNA
-7,3,nonDRNA
-78,-13,nonDRNA
-21,22,nonDRNA
-21,-15,nonDRNA
-7,-1,nonDRNA
-50,-3,nonDRNA
-40,3,nonDRNA
-95,6,nonDRNA
-68,8,nonDRNA
-61,12,nonDRNA
-51,-3,nonDRNA
-12,-1,nonDRNA
-64,-3,nonDRNA
-25,4,nonDRNA
-35,0,nonDRNA
-35,-2,nonDRNA
-64,5,nonDRNA
-10,4,nonDRNA
-51,5,nonDRNA
-12,-2,nonDRNA
16,-24,nonDRNA
-2,16,nonDRNA
-2,-1,nonDRNA
12,10,nonDRNA
-36,3,nonDRNA
-92,-1,nonDRNA
-50,4,nonDRNA
-25,2,nonDRNA
-30,-20,nonDRNA
-4,2,nonDRNA
-33,-6,nonDRNA
-44,20,nonDRNA
-61,10,nonDRNA
-60,2,nonDRNA
-172,-36,nonDRNA
-34,10,nonDRNA
-32,-26,nonDRNA
-30,1,nonDRNA
-110,6,nonDRNA
-61,1,nonDRNA
-14,-2,nonDRNA
-24,0,nonDRNA
-62,2,nonDRNA
-9,1,nonDRNA
-30,-4,nonDRNA
-29,-10,nonDRNA
-10,9,nonDRNA
-32,6,nonDRNA
-8,-5,nonDRNA
-92,-8,nonDRNA
-113,-10,nonDRNA
-14,-3,nonDRNA
-55,2,nonDRNA
1,-6,nonDRNA
-24,1,nonDRNA
-61,5,nonDRNA
-47,9,nonDRNA
-30,-18,nonDRNA
-45,9,nonDRNA
37,-67,nonDRNA
-90,1,nonDRNA
16,1,nonDRNA
-46,0,nonDRNA
26,-1,nonDRNA
101,-82,nonDRNA
-7,-12,nonDRNA
-15,2,nonDRNA
24,10,nonDRNA
0,11,nonDRNA
-41,18,nonDRNA
-28,7,nonDRNA
-71,-1,nonDRNA
-80,-1,nonDRNA
-57,-1,nonDRNA
-41,-5,nonDRNA
-33,3,nonDRNA
-42,1,nonDRNA
-66,7,nonDRNA
-47,4,nonDRNA
-37,-9,nonDRNA
28,24,nonDRNA
4,-5,nonDRNA
-88,-4,nonDRNA
-132,12,nonDRNA
-63,2,nonDRNA
-5,1,nonDRNA
64,35,nonDRNA
-52,9,nonDRNA
-159,5,nonDRNA
-153,7,nonDRNA
-19,-80,nonDRNA
-11,0,nonDRNA
-63,-22,nonDRNA
-66,6,nonDRNA
-17,1,nonDRNA
-48,-29,nonDRNA
-43,3,nonDRNA
-9,-3,nonDRNA
-64,2,nonDRNA
-62,2,nonDRNA
-15,-3,nonDRNA
0,-4,nonDRNA
-22,1,nonDRNA
-27,3,nonDRNA
-87,15,nonDRNA
-169,9,nonDRNA
-46,8,nonDRNA
-16,2,nonDRNA
-62,-40,nonDRNA
-101,-3,nonDRNA
-71,-4,nonDRNA
0,-43,nonDRNA
-51,-17,nonDRNA
3,-9,nonDRNA
-7,1,nonDRNA
1,-46,nonDRNA
-37,7,nonDRNA
12,-12,nonDRNA
-26,4,nonDRNA
-41,6,nonDRNA
-30,-1,nonDRNA
-17,5,nonDRNA
-45,3,nonDRNA
-19,0,nonDRNA
-41,14,nonDRNA
-33,35,nonDRNA
-37,0,nonDRNA
-110,6,nonDRNA
-17,-1,nonDRNA
-101,5,nonDRNA
-74,1,nonDRNA
-12,-2,nonDRNA
-20,0,nonDRNA
-22,4,nonDRNA
-36,2,nonDRNA
-43,6,nonDRNA
-94,-6,nonDRNA
-97,9,nonDRNA
-39,0,nonDRNA
-184,1,nonDRNA
115,-14,nonDRNA
-13,3,nonDRNA
-27,2,nonDRNA
-28,0,nonDRNA
-287,18,nonDRNA
-191,12,nonDRNA
-54,2,nonDRNA
-22,6,nonDRNA
-31,-4,nonDRNA
-3,-7,nonDRNA
-23,-4,nonDRNA
0,26,nonDRNA
-36,3,nonDRNA
-18,7,nonDRNA
-16,15,nonDRNA
-26,6,nonDRNA
-74,6,nonDRNA
-2,12,nonDRNA
-20,1,nonDRNA
-14,-4,nonDRNA
0,-6,nonDRNA
-51,-1,nonDRNA
3,0,nonDRNA
-69,-26,nonDRNA
-67,-2,nonDRNA
-38,-3,nonDRNA
-27,-14,nonDRNA
-99,14,nonDRNA
-39,0,nonDRNA
-34,1,nonDRNA
8,4,nonDRNA
5,5,nonDRNA
-25,9,nonDRNA
-12,1,nonDRNA
-73,-4,nonDRNA
13,9,nonDRNA
-20,5,nonDRNA
-21,3,nonDRNA
-28,-1,nonDRNA
-30,3,nonDRNA
-22,0,nonDRNA
-24,0,nonDRNA
-40,4,nonDRNA
-37,8,nonDRNA
-54,6,nonDRNA
-48,0,nonDRNA
-17,-12,nonDRNA
-35,19,nonDRNA
-13,-2,nonDRNA
-15,13,nonDRNA
-2,14,nonDRNA
-62,11,nonDRNA
-2,-1,nonDRNA
-18,8,nonDRNA
-4,1,nonDRNA
-60,-25,nonDRNA
-27,-4,nonDRNA
-88,19,nonDRNA
-88,19,nonDRNA
-75,-1,nonDRNA
-61,-5,nonDRNA
7,1,nonDRNA
-63,5,nonDRNA
-34,3,nonDRNA
-66,-1,nonDRNA
-87,-3,nonDRNA
-29,-4,nonDRNA
-26,-3,nonDRNA
-39,20,nonDRNA
-8,-9,nonDRNA
-26,4,nonDRNA
-33,0,nonDRNA
-25,1,nonDRNA
-8,2,nonDRNA
-9,2,nonDRNA
-24,1,nonDRNA
-24,-1,nonDRNA
-29,2,nonDRNA
-33,7,nonDRNA
-24,-4,nonDRNA
-22,-2,nonDRNA
-2,-1,nonDRNA
42,-17,nonDRNA
36,-16,nonDRNA
-34,2,nonDRNA
-19,-15,nonDRNA
-24,-15,nonDRNA
-25,18,nonDRNA
-46,4,nonDRNA
-124,8,nonDRNA
-31,0,nonDRNA
-10,2,nonDRNA
-58,2,nonDRNA
-77,1,nonDRNA
-39,17,nonDRNA
-40,-13,nonDRNA
-24,3,nonDRNA
-56,2,nonDRNA
1,16,nonDRNA
-11,-6,nonDRNA
-52,1,nonDRNA
-27,-9,nonDRNA
-54,-17,nonDRNA
-54,17,nonDRNA
-28,-1,nonDRNA
-50,-3,nonDRNA
-12,-7,nonDRNA
-50,-2,nonDRNA
-19,7,nonDRNA
-8,14,nonDRNA
-46,-10,nonDRNA
-21,-10,nonDRNA
-40,-4,nonDRNA
-52,2,nonDRNA
1,-9,nonDRNA
167,31,nonDRNA
171,31,nonDRNA
-100,0,nonDRNA
-75,-1,nonDRNA
-45,2,nonDRNA
-89,2,nonDRNA
-58,0,nonDRNA
-13,0,nonDRNA
-49,-27,nonDRNA
-72,-15,nonDRNA
-16,-1,nonDRNA
-19,5,nonDRNA
-30,7,nonDRNA
-30,8,nonDRNA
-3,4,nonDRNA
-11,4,nonDRNA
-17,7,nonDRNA
-66,10,nonDRNA
-59,-1,nonDRNA
82,4,nonDRNA
8,7,nonDRNA
-1,-7,nonDRNA
-41,8,nonDRNA
-26,-1,nonDRNA
-39,-9,nonDRNA
-41,3,nonDRNA
-38,-12,nonDRNA
-10,0,nonDRNA
-35,1,nonDRNA
0,13,nonDRNA
-21,7,nonDRNA
-63,6,nonDRNA
-12,5,nonDRNA
-43,6,nonDRNA
-12,-5,nonDRNA
-47,-7,nonDRNA
-48,-20,nonDRNA
-20,-12,nonDRNA
-68,15,nonDRNA
-77,-3,nonDRNA
-22,-4,nonDRNA
-56,25,nonDRNA
-86,2,nonDRNA
-13,1,nonDRNA
-23,6,nonDRNA
-61,20,nonDRNA
-22,2,nonDRNA
-32,5,nonDRNA
-25,6,nonDRNA
-23,15,nonDRNA
-56,-5,nonDRNA
-48,-3,nonDRNA
-62,18,nonDRNA
-53,9,nonDRNA
-112,19,nonDRNA
-110,19,nonDRNA
-61,12,nonDRNA
-42,21,nonDRNA
-28,-9,nonDRNA
-86,6,nonDRNA
-44,4,nonDRNA
9,11,nonDRNA
-60,21,nonDRNA
-26,-3,nonDRNA
-36,-2,nonDRNA
-31,-2,nonDRNA
-35,-1,nonDRNA
-29,-2,nonDRNA
-29,-2,nonDRNA
-53,0,nonDRNA
27,-3,nonDRNA
-18,20,nonDRNA
-52,-19,nonDRNA
-36,5,nonDRNA
6,-2,nonDRNA
-55,-6,nonDRNA
-43,1,nonDRNA
-31,-15,nonDRNA
-36,-1,nonDRNA
-72,16,nonDRNA
-27,-11,nonDRNA
7,0,nonDRNA
-57,-2,nonDRNA
-63,0,nonDRNA
-15,-4,nonDRNA
-67,5,nonDRNA
-41,0,nonDRNA
-25,3,nonDRNA
-3,3,nonDRNA
-104,4,nonDRNA
-157,-9,nonDRNA
-6,-9,nonDRNA
3,38,nonDRNA
-10,38,nonDRNA
-12,-9,nonDRNA
-106,5,nonDRNA
-7,-3,nonDRNA
-48,-6,nonDRNA
-3,1,nonDRNA
-91,-3,nonDRNA
17,-7,nonDRNA
-41,3,nonDRNA
-31,6,nonDRNA
-10,10,nonDRNA
60,-1,nonDRNA
-2,5,nonDRNA
-30,30,nonDRNA
-8,2,nonDRNA
-49,10,nonDRNA
-15,7,nonDRNA
-29,6,nonDRNA
-47,-16,nonDRNA
-85,3,nonDRNA
-44,7,nonDRNA
-16,8,nonDRNA
-26,3,nonDRNA
-30,-3,nonDRNA
-63,16,nonDRNA
17,-5,nonDRNA
-42,8,nonDRNA
-20,-17,nonDRNA
-38,-11,nonDRNA
1,18,nonDRNA
-31,5,nonDRNA
-36,2,nonDRNA
-20,7,nonDRNA
-72,-1,nonDRNA
-30,6,nonDRNA
-83,11,nonDRNA
69,8,nonDRNA
-51,18,nonDRNA
-34,-2,nonDRNA
-185,70,nonDRNA
-175,4,nonDRNA
-52,15,nonDRNA
1,5,nonDRNA
-27,6,nonDRNA
-41,2,nonDRNA
-21,-1,nonDRNA
-22,3,nonDRNA
-22,3,nonDRNA
-3,7,nonDRNA
-48,-10,nonDRNA
-49,2,nonDRNA
-82,7,nonDRNA
-38,-7,nonDRNA
-11,-6,nonDRNA
-9,-6,nonDRNA
-29,-11,nonDRNA
-138,2,nonDRNA
-73,-6,nonDRNA
-61,10,nonDRNA
-12,5,nonDRNA
-2,19,nonDRNA
-59,7,nonDRNA
-131,-4,nonDRNA
-23,12,nonDRNA
-21,10,nonDRNA
-33,-7,nonDRNA
174,23,nonDRNA
-96,-2,nonDRNA
-158,-41,nonDRNA
-87,-4,nonDRNA
-106,5,nonDRNA
-17,9,nonDRNA
-7,2,nonDRNA
-101,0,nonDRNA
-52,2,nonDRNA
-28,-1,nonDRNA
-88,-1,nonDRNA
-45,-21,nonDRNA
-16,-1,nonDRNA
-18,9,nonDRNA
-30,8,nonDRNA
-81,8,nonDRNA
-58,10,nonDRNA
-55,-8,nonDRNA
2,0,nonDRNA
-55,1,nonDRNA
-27,1,nonDRNA
-17,5,nonDRNA
-39,12,nonDRNA
-63,16,nonDRNA
-44,5,nonDRNA
-50,-1,nonDRNA
-75,-4,nonDRNA
-64,4,nonDRNA
-18,-4,nonDRNA
-43,5,nonDRNA
3,-6,nonDRNA
-5,7,nonDRNA
-7,7,nonDRNA
-22,10,nonDRNA
-19,-11,nonDRNA
-36,6,nonDRNA
-5,6,nonDRNA
-36,0,nonDRNA
-67,-6,nonDRNA
-66,-8,nonDRNA
-73,6,nonDRNA
-48,-3,nonDRNA
-50,-3,nonDRNA
-21,5,nonDRNA
-28,6,nonDRNA
-53,15,nonDRNA
-211,13,nonDRNA
-57,2,nonDRNA
-75,13,nonDRNA
-89,1,nonDRNA
-5,11,nonDRNA
-80,68,nonDRNA
-106,16,nonDRNA
-74,17,nonDRNA
-50,0,nonDRNA
-71,18,nonDRNA
-61,4,nonDRNA
-39,20,nonDRNA
-92,3,nonDRNA
-64,34,nonDRNA
-32,13,nonDRNA
-2,-2,nonDRNA
11,1,nonDRNA
16,-4,nonDRNA
-83,16,nonDRNA
-129,5,nonDRNA
-19,4,nonDRNA
-53,16,nonDRNA
-73,-3,nonDRNA
-17,31,nonDRNA
-45,12,nonDRNA
26,-4,nonDRNA
-26,8,nonDRNA
42,-48,nonDRNA
-68,0,nonDRNA
-49,25,nonDRNA
-30,-4,nonDRNA
-84,-5,nonDRNA
1,18,nonDRNA
2,-3,nonDRNA
-22,5,nonDRNA
-27,3,nonDRNA
-22,0,nonDRNA
-71,10,nonDRNA
51,4,nonDRNA
-81,-14,nonDRNA
27,2,nonDRNA
-144,11,nonDRNA
2,-2,nonDRNA
-6,-9,nonDRNA
-19,0,nonDRNA
-39,-2,nonDRNA
-62,7,nonDRNA
-12,7,nonDRNA
-36,10,nonDRNA
-53,7,nonDRNA
-80,17,nonDRNA
-66,7,nonDRNA
-21,4,nonDRNA
-41,-4,nonDRNA
-52,6,nonDRNA
-32,-2,nonDRNA
-54,11,nonDRNA
-40,12,nonDRNA
-101,25,nonDRNA
-59,21,nonDRNA
4,5,nonDRNA
-27,4,nonDRNA
-84,5,nonDRNA
-99,-1,nonDRNA
-37,0,nonDRNA
-15,3,nonDRNA
-28,2,nonDRNA
-122,-29,nonDRNA
-34,0,nonDRNA
-21,11,nonDRNA
49,36,nonDRNA
129,-39,nonDRNA
-45,14,nonDRNA
-49,-3,nonDRNA
-83,-4,nonDRNA
-78,6,nonDRNA
-136,16,nonDRNA
-8,-5,nonDRNA
-30,14,nonDRNA
-56,11,nonDRNA
-87,2,nonDRNA
-41,16,nonDRNA
-10,3,nonDRNA
-18,9,nonDRNA
-97,19,nonDRNA
-34,10,nonDRNA
73,27,nonDRNA
-87,8,nonDRNA
-38,19,nonDRNA
-102,20,nonDRNA
-53,-5,nonDRNA
-27,-25,nonDRNA
-31,11,nonDRNA
33,50,nonDRNA
-3,1,nonDRNA
-114,-11,nonDRNA
-68,11,nonDRNA
-102,-12,nonDRNA
-65,14,nonDRNA
-42,-5,nonDRNA
-37,4,nonDRNA
-60,-34,nonDRNA
-28,-17,nonDRNA
-143,7,nonDRNA
-65,12,nonDRNA
-62,8,nonDRNA
-10,9,nonDRNA
-28,6,nonDRNA
-72,1,nonDRNA
-10,33,nonDRNA
-26,4,nonDRNA
9,0,nonDRNA
-27,7,nonDRNA
-37,25,nonDRNA
-75,0,nonDRNA
7,8,nonDRNA
-64,-3,nonDRNA
-64,-2,nonDRNA
-9,3,nonDRNA
-8,-5,nonDRNA
-19,0,nonDRNA
-49,-2,nonDRNA
-24,-9,nonDRNA
-6,-4,nonDRNA
-30,12,nonDRNA
-56,16,nonDRNA
-9,5,nonDRNA
-5,7,nonDRNA
-120,9,nonDRNA
-30,14,nonDRNA
-32,13,nonDRNA
-36,22,nonDRNA
-31,7,nonDRNA
-21,-5,nonDRNA
-62,2,nonDRNA
-32,12,nonDRNA
-42,11,nonDRNA
-22,8,nonDRNA
-70,1,nonDRNA
-102,93,nonDRNA
-67,15,nonDRNA
-28,13,nonDRNA
-11,6,nonDRNA
-23,6,nonDRNA
-5,-15,nonDRNA
-26,-4,nonDRNA
-70,-1,nonDRNA
1,4,nonDRNA
-39,2,nonDRNA
13,10,nonDRNA
-46,0,nonDRNA
-65,5,nonDRNA
-43,3,nonDRNA
-26,7,nonDRNA
-48,-5,nonDRNA
-12,-2,nonDRNA
-23,4,nonDRNA
-44,4,nonDRNA
-166,-49,nonDRNA
-71,0,nonDRNA
-9,-8,nonDRNA
2,14,nonDRNA
-83,-1,nonDRNA
-29,11,nonDRNA
-18,2,nonDRNA
-1,-3,nonDRNA
-5,-2,nonDRNA
-40,29,nonDRNA
-30,3,nonDRNA
-44,-12,nonDRNA
-15,34,nonDRNA
-127,14,nonDRNA
-26,6,nonDRNA
-24,6,nonDRNA
-16,0,nonDRNA
-18,0,nonDRNA
-64,-7,nonDRNA
-7,12,nonDRNA
-47,4,nonDRNA
-13,-4,nonDRNA
-67,11,nonDRNA
-28,-1,nonDRNA
467,-1,nonDRNA
-19,-2,nonDRNA
-47,3,nonDRNA
74,3,nonDRNA
-16,7,nonDRNA
-21,-4,nonDRNA
63,-25,nonDRNA
-59,8,nonDRNA
-109,14,nonDRNA
-97,17,nonDRNA
115,32,nonDRNA
-34,-5,nonDRNA
-78,-1,nonDRNA
-24,2,nonDRNA
-21,2,nonDRNA
-5,3,nonDRNA
-30,-5,nonDRNA
-173,-8,nonDRNA
7,0,nonDRNA
-72,23,nonDRNA
22,3,nonDRNA
-13,-2,nonDRNA
-37,-20,nonDRNA
-57,-24,nonDRNA
-37,5,nonDRNA
-28,-2,nonDRNA
17,-1,nonDRNA
-65,10,nonDRNA
-52,0,nonDRNA
-24,-2,nonDRNA
-5,10,nonDRNA
-13,4,nonDRNA
-33,-1,nonDRNA
-14,5,nonDRNA
-40,6,nonDRNA
-40,-11,nonDRNA
-12,-5,nonDRNA
-99,-29,nonDRNA
-62,8,nonDRNA
-59,10,nonDRNA
-61,11,nonDRNA
-52,10,nonDRNA
-18,0,nonDRNA
-33,1,nonDRNA
-20,17,nonDRNA
-114,10,nonDRNA
-73,14,nonDRNA
-24,4,nonDRNA
0,1,nonDRNA
-25,2,nonDRNA
-79,2,nonDRNA
-6,-4,nonDRNA
-14,-5,nonDRNA
-2,17,nonDRNA
-57,15,nonDRNA
